No,X_train_Index,X_train_Word,y_train_Index,y_train_Word
901,296,zhiyuanyao,290,yumiaowang
902,99,gangyang,274,weiweisun
903,99,gangyang,296,zhiyuanyao
904,99,gangyang,290,yumiaowang
905,99,gangyang,236,school
906,290,yumiaowang,296,zhiyuanyao
907,290,yumiaowang,99,gangyang
908,290,yumiaowang,236,school
909,290,yumiaowang,189,ofgeographi
910,236,school,99,gangyang
911,236,school,290,yumiaowang
912,236,school,189,ofgeographi
913,236,school,16,andremot
914,189,ofgeographi,290,yumiaowang
915,189,ofgeographi,236,school
916,189,ofgeographi,16,andremot
917,189,ofgeographi,240,sens
918,16,andremot,236,school
919,16,andremot,189,ofgeographi
920,16,andremot,240,sens
921,16,andremot,185,ningbo
922,240,sens,189,ofgeographi
923,240,sens,16,andremot
924,240,sens,185,ningbo
925,240,sens,265,univers
926,185,ningbo,16,andremot
927,185,ningbo,240,sens
928,185,ningbo,265,univers
929,185,ningbo,185,ningbo
930,265,univers,240,sens
931,265,univers,185,ningbo
932,265,univers,185,ningbo
933,265,univers,49,china
934,185,ningbo,185,ningbo
935,185,ningbo,265,univers
936,185,ningbo,49,china
937,185,ningbo,185,ningbo
938,49,china,265,univers
939,49,china,185,ningbo
940,49,china,185,ningbo
941,49,china,137,keylaboratori
942,185,ningbo,185,ningbo
943,185,ningbo,49,china
944,185,ningbo,137,keylaboratori
945,185,ningbo,191,ofremot
946,137,keylaboratori,49,china
947,137,keylaboratori,185,ningbo
948,137,keylaboratori,191,ofremot
949,137,keylaboratori,240,sens
950,191,ofremot,185,ningbo
951,191,ofremot,137,keylaboratori
952,191,ofremot,240,sens
953,191,ofremot,13,andecolog
954,240,sens,137,keylaboratori
955,240,sens,191,ofremot
956,240,sens,13,andecolog
957,240,sens,239,secur
958,13,andecolog,191,ofremot
959,13,andecolog,240,sens
960,13,andecolog,239,secur
961,13,andecolog,188,ofcoast
962,239,secur,240,sens
963,239,secur,13,andecolog
964,239,secur,188,ofcoast
965,239,secur,299,zone
966,188,ofcoast,13,andecolog
967,188,ofcoast,239,secur
968,188,ofcoast,299,zone
969,299,zone,239,secur
970,299,zone,188,ofcoast
971,203,plant,147,level
972,203,plant,284,yield
973,147,level,203,plant
974,147,level,284,yield
975,147,level,208,predict
976,284,yield,203,plant
977,284,yield,147,level
978,284,yield,208,predict
979,284,yield,213,quinoa
980,208,predict,147,level
981,208,predict,284,yield
982,208,predict,213,quinoa
983,208,predict,92,field
984,213,quinoa,284,yield
985,213,quinoa,208,predict
986,213,quinoa,92,field
987,213,quinoa,204,plot
988,92,field,208,predict
989,92,field,213,quinoa
990,92,field,204,plot
991,92,field,3,across
992,204,plot,213,quinoa
993,204,plot,92,field
994,204,plot,3,across
995,204,plot,104,growth
996,3,across,92,field
997,3,across,204,plot
998,3,across,104,growth
999,3,across,248,stage
1000,104,growth,204,plot
1001,104,growth,3,across
1002,104,growth,248,stage
1003,104,growth,266,use
1004,248,stage,3,across
1005,248,stage,104,growth
1006,248,stage,266,use
1007,248,stage,263,uav
1008,266,use,104,growth
1009,266,use,248,stage
1010,266,use,263,uav
1011,266,use,70,deriv
1012,263,uav,248,stage
1013,263,uav,266,use
1014,263,uav,70,deriv
1015,263,uav,250,structur
1016,70,deriv,266,use
1017,70,deriv,263,uav
1018,70,deriv,250,structur
1019,70,deriv,247,spectral
1020,250,structur,263,uav
1021,250,structur,70,deriv
1022,250,structur,247,spectral
1023,250,structur,91,featur
1024,247,spectral,70,deriv
1025,247,spectral,250,structur
1026,247,spectral,91,featur
1027,247,spectral,158,machin
1028,91,featur,250,structur
1029,91,featur,247,spectral
1030,91,featur,158,machin
1031,91,featur,146,learn
1032,158,machin,247,spectral
1033,158,machin,91,featur
1034,158,machin,146,learn
1035,158,machin,234,sayo
1036,146,learn,91,featur
1037,146,learn,158,machin
1038,146,learn,234,sayo
1039,146,learn,242,sesaya
1040,234,sayo,158,machin
1041,234,sayo,146,learn
1042,234,sayo,242,sesaya
1043,234,sayo,260,tomoaki
1044,242,sesaya,146,learn
1045,242,sesaya,234,sayo
1046,242,sesaya,260,tomoaki
1047,242,sesaya,278,yamaguchib
1048,260,tomoaki,234,sayo
1049,260,tomoaki,242,sesaya
1050,260,tomoaki,278,yamaguchib
1051,260,tomoaki,233,sayako
1052,278,yamaguchib,242,sesaya
1053,278,yamaguchib,260,tomoaki
1054,278,yamaguchib,233,sayako
1055,278,yamaguchib,142,kushinoa
1056,233,sayako,260,tomoaki
1057,233,sayako,278,yamaguchib
1058,233,sayako,142,kushinoa
1059,233,sayako,283,yasuharu
1060,142,kushinoa,278,yamaguchib
1061,142,kushinoa,233,sayako
1062,142,kushinoa,283,yasuharu
1063,142,kushinoa,286,yoshikawac
1064,283,yasuharu,233,sayako
1065,283,yasuharu,142,kushinoa
1066,283,yasuharu,286,yoshikawac
1067,283,yasuharu,244,shunsuk
1068,286,yoshikawac,142,kushinoa
1069,286,yoshikawac,283,yasuharu
1070,286,yoshikawac,244,shunsuk
1071,286,yoshikawac,5,adach
1072,244,shunsuk,283,yasuharu
1073,244,shunsuk,286,yoshikawac
1074,244,shunsuk,5,adach
1075,244,shunsuk,135,keisuk
1076,5,adach,286,yoshikawac
1077,5,adach,244,shunsuk
1078,5,adach,135,keisuk
1079,5,adach,134,katsurad
1080,135,keisuk,244,shunsuk
1081,135,keisuk,5,adach
1082,135,keisuk,134,katsurad
1083,135,keisuk,26,aunit
1084,134,katsurad,5,adach
1085,134,katsurad,135,keisuk
1086,134,katsurad,26,aunit
1087,134,katsurad,102,graduat
1088,26,aunit,135,keisuk
1089,26,aunit,134,katsurad
1090,26,aunit,102,graduat
1091,26,aunit,236,school
1092,102,graduat,134,katsurad
1093,102,graduat,26,aunit
1094,102,graduat,236,school
1095,102,graduat,9,agricultur
1096,236,school,26,aunit
1097,236,school,102,graduat
1098,236,school,9,agricultur
1099,236,school,237,scienc
1100,9,agricultur,102,graduat
1101,9,agricultur,236,school
1102,9,agricultur,237,scienc
1103,9,agricultur,259,tokyo
1104,237,scienc,236,school
1105,237,scienc,9,agricultur
1106,237,scienc,259,tokyo
1107,237,scienc,265,univers
1108,259,tokyo,9,agricultur
1109,259,tokyo,237,scienc
1110,259,tokyo,265,univers
1111,259,tokyo,9,agricultur
1112,265,univers,237,scienc
1113,265,univers,259,tokyo
1114,265,univers,9,agricultur
1115,265,univers,255,technolog
1116,9,agricultur,259,tokyo
1117,9,agricultur,265,univers
1118,9,agricultur,255,technolog
1119,9,agricultur,96,fuchu
1120,255,technolog,265,univers
1121,255,technolog,9,agricultur
1122,255,technolog,96,fuchu
1123,255,technolog,259,tokyo
1124,96,fuchu,9,agricultur
1125,96,fuchu,255,technolog
1126,96,fuchu,259,tokyo
1127,96,fuchu,127,japan
1128,259,tokyo,255,technolog
1129,259,tokyo,96,fuchu
1130,259,tokyo,127,japan
1131,259,tokyo,38,bfaculti
1132,127,japan,96,fuchu
1133,127,japan,259,tokyo
1134,127,japan,38,bfaculti
1135,127,japan,19,appli
1136,38,bfaculti,259,tokyo
1137,38,bfaculti,127,japan
1138,38,bfaculti,19,appli
1139,38,bfaculti,39,biolog
1140,19,appli,127,japan
1141,19,appli,38,bfaculti
1142,19,appli,39,biolog
1143,19,appli,237,scienc
1144,39,biolog,38,bfaculti
1145,39,biolog,19,appli
1146,39,biolog,237,scienc
1147,39,biolog,101,gifu
1148,237,scienc,19,appli
1149,237,scienc,39,biolog
1150,237,scienc,101,gifu
1151,237,scienc,265,univers
1152,101,gifu,39,biolog
1153,101,gifu,237,scienc
1154,101,gifu,265,univers
1155,101,gifu,280,yanagido
1156,265,univers,237,scienc
1157,265,univers,101,gifu
1158,265,univers,280,yanagido
1159,265,univers,101,gifu
1160,280,yanagido,101,gifu
1161,280,yanagido,265,univers
1162,280,yanagido,101,gifu
1163,101,gifu,265,univers
1164,101,gifu,280,yanagido
1165,208,predict,76,driver
1166,208,predict,261,transfer
1167,76,driver,208,predict
1168,76,driver,261,transfer
1169,76,driver,177,multi
1170,261,transfer,208,predict
1171,261,transfer,76,driver
1172,261,transfer,177,multi
1173,261,transfer,235,scale
1174,177,multi,76,driver
1175,177,multi,261,transfer
1176,177,multi,235,scale
1177,177,multi,158,machin
1178,235,scale,261,transfer
1179,235,scale,177,multi
1180,235,scale,158,machin
1181,235,scale,146,learn
1182,158,machin,177,multi
1183,158,machin,235,scale
1184,158,machin,146,learn
1185,158,machin,34,base
1186,146,learn,235,scale
1187,146,learn,158,machin
1188,146,learn,34,base
1189,146,learn,63,crop
1190,34,base,158,machin
1191,34,base,146,learn
1192,34,base,63,crop
1193,34,base,284,yield
1194,63,crop,146,learn
1195,63,crop,34,base
1196,63,crop,284,yield
1197,63,crop,208,predict
1198,284,yield,34,base
1199,284,yield,63,crop
1200,284,yield,208,predict
1201,284,yield,77,drought
1202,208,predict,63,crop
1203,208,predict,284,yield
1204,208,predict,77,drought
1205,208,predict,3,across
1206,77,drought,284,yield
1207,77,drought,208,predict
1208,77,drought,3,across
1209,77,drought,85,european
1210,3,across,208,predict
1211,3,across,77,drought
1212,3,across,85,european
1213,3,across,24,asian
1214,85,european,77,drought
1215,85,european,3,across
1216,85,european,24,asian
1217,85,european,51,climat
1218,24,asian,3,across
1219,24,asian,85,european
1220,24,asian,51,climat
1221,24,asian,108,hempushpa
1222,51,climat,85,european
1223,51,climat,24,asian
1224,51,climat,108,hempushpa
1225,51,climat,228,sahua
1226,108,hempushpa,24,asian
1227,108,hempushpa,51,climat
1228,108,hempushpa,228,sahua
1229,108,hempushpa,30,b
1230,228,sahua,51,climat
1231,228,sahua,108,hempushpa
1232,228,sahua,30,b
1233,228,sahua,207,pradeep
1234,30,b,108,hempushpa
1235,30,b,228,sahua
1236,30,b,207,pradeep
1237,30,b,141,kumar
1238,207,pradeep,228,sahua
1239,207,pradeep,30,b
1240,207,pradeep,141,kumar
1241,207,pradeep,100,garga
1242,141,kumar,30,b
1243,141,kumar,207,pradeep
1244,141,kumar,100,garga
1245,141,kumar,232,saurabh
1246,100,garga,207,pradeep
1247,100,garga,141,kumar
1248,100,garga,232,saurabh
1249,100,garga,269,vijaya
1250,232,saurabh,141,kumar
1251,232,saurabh,100,garga
1252,232,saurabh,269,vijaya
1253,232,saurabh,18,antara
1254,269,vijaya,100,garga
1255,269,vijaya,232,saurabh
1256,269,vijaya,18,antara
1257,269,vijaya,65,dasguptab
1258,18,antara,232,saurabh
1259,18,antara,269,vijaya
1260,18,antara,65,dasguptab
1261,18,antara,6,adepart
1262,65,dasguptab,269,vijaya
1263,65,dasguptab,18,antara
1264,65,dasguptab,6,adepart
1265,65,dasguptab,50,civil
1266,6,adepart,18,antara
1267,6,adepart,65,dasguptab
1268,6,adepart,50,civil
1269,6,adepart,81,engin
1270,50,civil,65,dasguptab
1271,50,civil,6,adepart
1272,50,civil,81,engin
1273,50,civil,120,indian
1274,81,engin,6,adepart
1275,81,engin,50,civil
1276,81,engin,120,indian
1277,81,engin,124,institut
1278,120,indian,50,civil
1279,120,indian,81,engin
1280,120,indian,124,institut
1281,120,indian,255,technolog
1282,124,institut,81,engin
1283,124,institut,120,indian
1284,124,institut,255,technolog
1285,124,institut,227,roorke
1286,255,technolog,120,indian
1287,255,technolog,124,institut
1288,255,technolog,227,roorke
1289,255,technolog,267,uttarakhand
1290,227,roorke,124,institut
1291,227,roorke,255,technolog
1292,227,roorke,267,uttarakhand
1293,227,roorke,119,india
1294,267,uttarakhand,255,technolog
1295,267,uttarakhand,227,roorke
1296,267,uttarakhand,119,india
1297,267,uttarakhand,42,brwth
1298,119,india,227,roorke
1299,119,india,267,uttarakhand
1300,119,india,42,brwth
1301,119,india,0,aachen
1302,42,brwth,267,uttarakhand
1303,42,brwth,119,india
1304,42,brwth,0,aachen
1305,42,brwth,265,univers
1306,0,aachen,119,india
1307,0,aachen,42,brwth
1308,0,aachen,265,univers
1309,0,aachen,66,data
1310,265,univers,42,brwth
1311,265,univers,0,aachen
1312,265,univers,66,data
1313,265,univers,75,driven
1314,66,data,0,aachen
1315,66,data,265,univers
1316,66,data,75,driven
1317,66,data,57,comput
1318,75,driven,265,univers
1319,75,driven,66,data
1320,75,driven,57,comput
1321,75,driven,144,lab
1322,57,comput,66,data
1323,57,comput,75,driven
1324,57,comput,144,lab
1325,57,comput,124,institut
1326,144,lab,75,driven
1327,144,lab,57,comput
1328,144,lab,124,institut
1329,144,lab,115,hydraul
1330,124,institut,57,comput
1331,124,institut,144,lab
1332,124,institut,115,hydraul
1333,124,institut,81,engin
1334,115,hydraul,144,lab
1335,115,hydraul,124,institut
1336,115,hydraul,81,engin
1337,115,hydraul,272,water
1338,81,engin,124,institut
1339,81,engin,115,hydraul
1340,81,engin,272,water
1341,81,engin,221,resourc
1342,272,water,115,hydraul
1343,272,water,81,engin
1344,272,water,221,resourc
1345,272,water,161,manag
1346,221,resourc,81,engin
1347,221,resourc,272,water
1348,221,resourc,161,manag
1349,221,resourc,126,iww
1350,161,manag,272,water
1351,161,manag,221,resourc
1352,161,manag,126,iww
1353,161,manag,89,faculti
1354,126,iww,221,resourc
1355,126,iww,161,manag
1356,126,iww,89,faculti
1357,89,faculti,161,manag
1358,89,faculti,126,iww
1359,224,rice,284,yield
1360,224,rice,208,predict
1361,284,yield,224,rice
1362,284,yield,208,predict
1363,284,yield,34,base
1364,208,predict,224,rice
1365,208,predict,284,yield
1366,208,predict,34,base
1367,208,predict,263,uav
1368,34,base,284,yield
1369,34,base,208,predict
1370,34,base,263,uav
1371,34,base,178,multispectr
1372,263,uav,208,predict
1373,263,uav,34,base
1374,263,uav,178,multispectr
1375,263,uav,118,imageri
1376,178,multispectr,34,base
1377,178,multispectr,263,uav
1378,178,multispectr,118,imageri
1379,178,multispectr,266,use
1380,118,imageri,263,uav
1381,118,imageri,178,multispectr
1382,118,imageri,266,use
1383,118,imageri,158,machin
1384,266,use,178,multispectr
1385,266,use,118,imageri
1386,266,use,158,machin
1387,266,use,146,learn
1388,158,machin,118,imageri
1389,158,machin,266,use
1390,158,machin,146,learn
1391,158,machin,170,method
1392,146,learn,266,use
1393,146,learn,158,machin
1394,146,learn,170,method
1395,146,learn,293,zenghui
1396,170,method,158,machin
1397,170,method,146,learn
1398,170,method,293,zenghui
1399,170,method,150,liang
1400,293,zenghui,146,learn
1401,293,zenghui,170,method
1402,293,zenghui,150,liang
1403,293,zenghui,294,zhaopeng
1404,150,liang,170,method
1405,150,liang,293,zenghui
1406,150,liang,294,zhaopeng
1407,150,liang,95,fu
1408,294,zhaopeng,293,zenghui
1409,294,zhaopeng,150,liang
1410,294,zhaopeng,95,fu
1411,294,zhaopeng,69,denni
1412,95,fu,150,liang
1413,95,fu,294,zhaopeng
1414,95,fu,69,denni
1415,95,fu,139,kiplagat
1416,69,denni,294,zhaopeng
1417,69,denni,95,fu
1418,69,denni,139,kiplagat
1419,69,denni,273,weikang
1420,139,kiplagat,95,fu
1421,139,kiplagat,69,denni
1422,139,kiplagat,273,weikang
1423,139,kiplagat,270,wang
1424,273,weikang,69,denni
1425,273,weikang,139,kiplagat
1426,273,weikang,270,wang
1427,273,weikang,129,jinpeng
1428,270,wang,139,kiplagat
1429,270,wang,273,weikang
1430,270,wang,129,jinpeng
1431,270,wang,281,yang
1432,129,jinpeng,273,weikang
1433,129,jinpeng,270,wang
1434,129,jinpeng,281,yang
1435,129,jinpeng,297,zhongwei
1436,281,yang,270,wang
1437,281,yang,129,jinpeng
1438,281,yang,297,zhongwei
1439,281,yang,148,li
1440,297,zhongwei,129,jinpeng
1441,297,zhongwei,281,yang
1442,297,zhongwei,148,li
1443,297,zhongwei,210,qiang
1444,148,li,281,yang
1445,148,li,297,zhongwei
1446,148,li,210,qiang
1447,148,li,45,cao
1448,210,qiang,297,zhongwei
1449,210,qiang,148,li
1450,210,qiang,45,cao
1451,210,qiang,285,yongchao
1452,45,cao,148,li
1453,45,cao,210,qiang
1454,45,cao,285,yongchao
1455,45,cao,256,tian
1456,285,yongchao,210,qiang
1457,285,yongchao,45,cao
1458,285,yongchao,256,tian
1459,285,yongchao,279,yan
1460,256,tian,45,cao
1461,256,tian,285,yongchao
1462,256,tian,279,yan
1463,256,tian,298,zhu
1464,279,yan,285,yongchao
1465,279,yan,256,tian
1466,279,yan,298,zhu
1467,279,yan,275,weix
1468,298,zhu,256,tian
1469,298,zhu,279,yan
1470,298,zhu,275,weix
1471,298,zhu,45,cao
1472,275,weix,279,yan
1473,275,weix,298,zhu
1474,275,weix,45,cao
1475,275,weix,277,xiaojun
1476,45,cao,298,zhu
1477,45,cao,275,weix
1478,45,cao,277,xiaojun
1479,45,cao,153,liu
1480,277,xiaojun,275,weix
1481,277,xiaojun,45,cao
1482,277,xiaojun,153,liu
1483,277,xiaojun,182,nation
1484,153,liu,45,cao
1485,153,liu,277,xiaojun
1486,153,liu,182,nation
1487,153,liu,81,engin
1488,182,nation,277,xiaojun
1489,182,nation,153,liu
1490,182,nation,81,engin
1491,182,nation,255,technolog
1492,81,engin,153,liu
1493,81,engin,182,nation
1494,81,engin,255,technolog
1495,81,engin,47,center
1496,255,technolog,182,nation
1497,255,technolog,81,engin
1498,255,technolog,47,center
1499,255,technolog,123,inform
1500,47,center,81,engin
1501,47,center,255,technolog
1502,47,center,123,inform
1503,47,center,9,agricultur
1504,123,inform,255,technolog
1505,123,inform,47,center
1506,123,inform,9,agricultur
1507,123,inform,173,moe
1508,9,agricultur,47,center
1509,9,agricultur,123,inform
1510,9,agricultur,173,moe
1511,9,agricultur,81,engin
1512,173,moe,123,inform
1513,173,moe,9,agricultur
1514,173,moe,81,engin
1515,173,moe,220,research
1516,81,engin,9,agricultur
1517,81,engin,173,moe
1518,81,engin,220,research
1519,81,engin,47,center
1520,220,research,173,moe
1521,220,research,81,engin
1522,220,research,47,center
1523,220,research,245,smart
1524,47,center,81,engin
1525,47,center,220,research
1526,47,center,245,smart
1527,47,center,9,agricultur
1528,245,smart,220,research
1529,245,smart,47,center
1530,245,smart,9,agricultur
1531,245,smart,163,mara
1532,9,agricultur,47,center
1533,9,agricultur,245,smart
1534,9,agricultur,163,mara
1535,9,agricultur,136,key
1536,163,mara,245,smart
1537,163,mara,9,agricultur
1538,163,mara,136,key
1539,163,mara,145,laboratori
1540,136,key,9,agricultur
1541,136,key,163,mara
1542,136,key,145,laboratori
1543,136,key,63,crop
1544,145,laboratori,163,mara
1545,145,laboratori,136,key
1546,145,laboratori,63,crop
1547,145,laboratori,252,system
1548,63,crop,136,key
1549,63,crop,145,laboratori
1550,63,crop,252,system
1551,252,system,145,laboratori
1552,252,system,63,crop
1553,284,yield,208,predict
1554,284,yield,170,method
1555,208,predict,284,yield
1556,208,predict,170,method
1557,208,predict,217,regener
1558,170,method,284,yield
1559,170,method,208,predict
1560,170,method,217,regener
1561,170,method,224,rice
1562,217,regener,208,predict
1563,217,regener,170,method
1564,217,regener,224,rice
1565,217,regener,34,base
1566,224,rice,170,method
1567,224,rice,217,regener
1568,224,rice,34,base
1569,224,rice,116,hyperspectr
1570,34,base,217,regener
1571,34,base,224,rice
1572,34,base,116,hyperspectr
1573,34,base,117,imag
1574,116,hyperspectr,224,rice
1575,116,hyperspectr,34,base
1576,116,hyperspectr,117,imag
1577,116,hyperspectr,25,attent
1578,117,imag,34,base
1579,117,imag,116,hyperspectr
1580,117,imag,25,attent
1581,117,imag,167,mechan
1582,25,attent,116,hyperspectr
1583,25,attent,117,imag
1584,25,attent,167,mechan
1585,25,attent,256,tian
1586,167,mechan,117,imag
1587,167,mechan,25,attent
1588,167,mechan,256,tian
1589,167,mechan,111,hua
1590,256,tian,25,attent
1591,256,tian,167,mechan
1592,256,tian,111,hua
1593,256,tian,295,zhihua
1594,111,hua,167,mechan
1595,111,hua,256,tian
1596,111,hua,295,zhihua
1597,111,hua,154,liua
1598,295,zhihua,256,tian
1599,295,zhihua,111,hua
1600,295,zhihua,154,liua
1601,295,zhihua,226,rong
1602,154,liua,111,hua
1603,154,liua,295,zhihua
1604,154,liua,226,rong
1605,154,liua,113,hub
1606,226,rong,295,zhihua
1607,226,rong,154,liua
1608,226,rong,113,hub
1609,226,rong,156,lu
1610,113,hub,154,liua
1611,113,hub,226,rong
1612,113,hub,156,lu
1613,113,hub,292,zengc
1614,156,lu,226,rong
1615,156,lu,113,hub
1616,156,lu,292,zengc
1617,156,lu,133,kaiwen
1618,292,zengc,113,hub
1619,292,zengc,156,lu
1620,292,zengc,133,kaiwen
1621,292,zengc,67,denga
1622,133,kaiwen,156,lu
1623,133,kaiwen,292,zengc
1624,133,kaiwen,67,denga
1625,133,kaiwen,112,huanglin
1626,67,denga,292,zengc
1627,67,denga,133,kaiwen
1628,67,denga,112,huanglin
1629,67,denga,74,donga
1630,112,huanglin,133,kaiwen
1631,112,huanglin,67,denga
1632,112,huanglin,74,donga
1633,112,huanglin,171,ming
1634,74,donga,67,denga
1635,74,donga,112,huanglin
1636,74,donga,171,ming
1637,74,donga,149,lia
1638,171,ming,112,huanglin
1639,171,ming,74,donga
1640,171,ming,149,lia
1641,171,ming,281,yang
1642,149,lia,74,donga
1643,149,lia,171,ming
1644,149,lia,281,yang
1645,149,lia,132,jun
1646,281,yang,171,ming
1647,281,yang,149,lia
1648,281,yang,132,jun
1649,281,yang,68,dengd
1650,132,jun,149,lia
1651,132,jun,281,yang
1652,132,jun,68,dengd
1653,132,jun,10,ahunan
1654,68,dengd,281,yang
1655,68,dengd,132,jun
1656,68,dengd,10,ahunan
1657,68,dengd,9,agricultur
1658,10,ahunan,132,jun
1659,10,ahunan,68,dengd
1660,10,ahunan,9,agricultur
1661,10,ahunan,83,equip
1662,9,agricultur,68,dengd
1663,9,agricultur,10,ahunan
1664,9,agricultur,83,equip
1665,9,agricultur,220,research
1666,83,equip,10,ahunan
1667,83,equip,9,agricultur
1668,83,equip,220,research
1669,83,equip,124,institut
1670,220,research,9,agricultur
1671,220,research,83,equip
1672,220,research,124,institut
1673,220,research,114,hunan
1674,124,institut,83,equip
1675,124,institut,220,research
1676,124,institut,114,hunan
1677,124,institut,1,academi
1678,114,hunan,220,research
1679,114,hunan,124,institut
1680,114,hunan,1,academi
1681,114,hunan,9,agricultur
1682,1,academi,124,institut
1683,1,academi,114,hunan
1684,1,academi,9,agricultur
1685,1,academi,237,scienc
1686,9,agricultur,114,hunan
1687,9,agricultur,1,academi
1688,9,agricultur,237,scienc
1689,9,agricultur,48,changsha
1690,237,scienc,1,academi
1691,237,scienc,9,agricultur
1692,237,scienc,48,changsha
1693,237,scienc,49,china
1694,48,changsha,9,agricultur
1695,48,changsha,237,scienc
1696,48,changsha,49,china
1697,48,changsha,43,bschool
1698,49,china,237,scienc
1699,49,china,48,changsha
1700,49,china,43,bschool
1701,49,china,93,food
1702,43,bschool,48,changsha
1703,43,bschool,49,china
1704,43,bschool,93,food
1705,43,bschool,237,scienc
1706,93,food,49,china
1707,93,food,43,bschool
1708,93,food,237,scienc
1709,93,food,255,technolog
1710,237,scienc,43,bschool
1711,237,scienc,93,food
1712,237,scienc,255,technolog
1713,237,scienc,114,hunan
1714,255,technolog,93,food
1715,255,technolog,237,scienc
1716,255,technolog,114,hunan
1717,255,technolog,9,agricultur
1718,114,hunan,237,scienc
1719,114,hunan,255,technolog
1720,114,hunan,9,agricultur
1721,114,hunan,265,univers
1722,9,agricultur,255,technolog
1723,9,agricultur,114,hunan
1724,9,agricultur,265,univers
1725,9,agricultur,48,changsha
1726,265,univers,114,hunan
1727,265,univers,9,agricultur
1728,265,univers,48,changsha
1729,265,univers,49,china
1730,48,changsha,9,agricultur
1731,48,changsha,265,univers
1732,48,changsha,49,china
1733,48,changsha,46,cengin
1734,49,china,265,univers
1735,49,china,48,changsha
1736,49,china,46,cengin
1737,49,china,220,research
1738,46,cengin,48,changsha
1739,46,cengin,49,china
1740,46,cengin,220,research
1741,46,cengin,47,center
1742,220,research,49,china
1743,220,research,46,cengin
1744,220,research,47,center
1745,47,center,46,cengin
1746,47,center,220,research
